Cloud cover [1/8],Date,Snow depth [cm],Average temperature [°C],latitude,longitude,Average radiation
Mostly cloudy (7/8),2010-06-24,-1,13.6,66.16575626929145,29.152157226680888,188.12259259259255
Clear (1/8),2010-06-25,-1,17,66.16575626929145,29.152157226680888,320.82
Mostly clear (3/8),2010-06-26,-1,13.2,66.16575626929145,29.152157226680888,189.52666666666664
Clear (0/8),2010-06-27,-1,9.1,66.16575626929145,29.152157226680888,173.3066666666667
Mostly cloudy (7/8),2010-06-28,-1,7.5,66.16575626929145,29.152157226680888,234.48925925925928
Partly cloudy (4/8),2010-06-29,-1,13.2,66.16575626929145,29.152157226680888,328.23407407407404
Mostly cloudy (7/8),2010-06-30,-1,14.9,66.16575626929145,29.152157226680888,151.56333333333333
Mostly cloudy (7/8),2010-07-01,-1,16.2,66.16575626929145,29.152157226680888,156.74757033248082
Mostly cloudy (7/8),2010-07-02,-1,7.9,66.16575626929145,29.152157226680888,153.01333333333335
Cloudy (8/8),2010-07-03,-1,13,66.16575626929145,29.152157226680888,172.34
Mostly cloudy (7/8),2010-07-04,-1,17.4,66.16575626929145,29.152157226680888,172.04666666666665
Clear (1/8),2010-07-05,-1,19.3,66.16575626929145,29.152157226680888,130.35222222222225
Clear (0/8),2010-07-06,-1,18.9,66.16575626929145,29.152157226680888,233.3551851851852
Partly cloudy (5/8),2010-07-07,-1,16.6,66.16575626929145,29.152157226680888,165.11703703703702
Cloudy (8/8),2010-07-08,-1,14.8,66.16575626929145,29.152157226680888,273.17
Partly cloudy (4/8),2010-07-09,-1,17.6,66.16575626929145,29.152157226680888,140.29666666666665
Mostly cloudy (7/8),2010-07-10,-1,16,66.16575626929145,29.152157226680888,199.78
Cloudy (8/8),2010-07-11,-1,16.3,66.16575626929145,29.152157226680888,196.01666666666665
Clear (0/8),2010-07-12,-1,16.2,66.16575626929145,29.152157226680888,216.31
Mostly clear (3/8),2010-07-13,-1,21.1,66.16575626929145,29.152157226680888,243.95
Partly cloudy (5/8),2010-07-14,-1,20.3,66.16575626929145,29.152157226680888,254.73666666666668
Partly cloudy (5/8),2010-07-15,-1,13,66.16575626929145,29.152157226680888,200.52
Clear (0/8),2010-07-16,-1,8.6,66.16575626929145,29.152157226680888,232.97
Cloudy (8/8),2010-07-17,-1,10.2,66.16575626929145,29.152157226680888,187.02
Mostly cloudy (7/8),2010-07-18,-1,14,66.16575626929145,29.152157226680888,234.877037037037
Mostly cloudy (6/8),2010-07-19,-1,14.2,66.16575626929145,29.152157226680888,274.9051851851852
Mostly cloudy (6/8),2010-07-20,-1,14.6,66.16575626929145,29.152157226680888,239.33
Mostly cloudy (6/8),2010-07-21,-1,14.2,66.16575626929145,29.152157226680888,205.07
Mostly cloudy (7/8),2010-07-22,-1,17.6,66.16575626929145,29.152157226680888,138.29333333333332
Mostly cloudy (7/8),2010-07-23,-1,11.2,66.16575626929145,29.152157226680888,182.17
Clear (0/8),2010-07-24,-1,13,66.16575626929145,29.152157226680888,327.8367003367003
Clear (0/8),2010-07-25,-1,11.5,66.16575626929145,29.152157226680888,178.11851851851853
Mostly cloudy (7/8),2010-07-26,-1,15.8,66.16575626929145,29.152157226680888,200.45858585858585
Mostly cloudy (7/8),2010-07-27,-1,18.5,66.16575626929145,29.152157226680888,204.47272727272727
Partly cloudy (4/8),2010-07-28,-1,18.3,66.16575626929145,29.152157226680888,116.10909090909092
Clear (0/8),2010-07-29,-1,19,66.16575626929145,29.152157226680888,105.93097643097644
Mostly clear (3/8),2010-07-30,-1,19.6,66.16575626929145,29.152157226680888,179.81313131313132
Mostly cloudy (7/8),2010-07-31,-1,16.5,66.16575626929145,29.152157226680888,145.17373737373737
Mostly cloudy (7/8),2010-08-01,-1,14.2,66.16575626929145,29.152157226680888,322.60846593227257
Partly cloudy (4/8),2010-08-02,-1,16.4,66.16575626929145,29.152157226680888,160.6104377104377
Mostly clear (2/8),2010-08-03,-1,14.7,66.16575626929145,29.152157226680888,197.8839393939394
Mostly cloudy (7/8),2010-08-04,-1,14.6,66.16575626929145,29.152157226680888,125.9709090909091
Mostly cloudy (7/8),2010-08-05,-1,13.1,66.16575626929145,29.152157226680888,175.08878787878788
Mostly cloudy (7/8),2010-08-06,-1,15.1,66.16575626929145,29.152157226680888,245.5787878787879
Clear (0/8),2010-08-07,-1,15.1,66.16575626929145,29.152157226680888,204.6569696969697
Mostly cloudy (7/8),2010-08-08,-1,15.3,66.16575626929145,29.152157226680888,173.37636363636364
Cloudy (8/8),2010-08-09,-1,16.7,66.16575626929145,29.152157226680888,134.87575757575758
Mostly cloudy (7/8),2010-08-10,-1,12.1,66.16575626929145,29.152157226680888,160.43939393939394
-,2010-08-11,-1,12.4,66.16575626929145,29.152157226680888,166.18636363636364
Cloudy (8/8),2010-08-12,-1,13.5,66.16575626929145,29.152157226680888,128.50942760942763
Mostly cloudy (7/8),2010-08-13,-1,17,66.16575626929145,29.152157226680888,185.17777777777775
Clear (1/8),2010-08-14,-1,18.4,66.16575626929145,29.152157226680888,184.91181818181815
-,2010-08-15,-1,11.9,66.16575626929145,29.152157226680888,241.0969696969697
Clear (0/8),2010-08-16,-1,6.6,66.16575626929145,29.152157226680888,290.9887878787879
Clear (0/8),2010-08-17,-1,8.3,66.16575626929145,29.152157226680888,173.2539393939394
Clear (0/8),2010-08-18,-1,5.2,66.16575626929145,29.152157226680888,155.47272727272727
Clear (0/8),2010-08-19,-1,5.4,66.16575626929145,29.152157226680888,97.54121212121213
Mostly cloudy (7/8),2010-08-20,-1,7.6,66.16575626929145,29.152157226680888,207.94121212121212
Mostly clear (2/8),2010-08-21,-1,9.5,66.16575626929145,29.152157226680888,113.7939393939394
Mostly cloudy (7/8),2010-08-22,-1,7.4,66.16575626929145,29.152157226680888,99.19848484848484
Cloudy (8/8),2010-08-23,-1,4.2,66.16575626929145,29.152157226680888,115.63636363636364
Mostly cloudy (7/8),2010-08-24,-1,4.1,66.16575626929145,29.152157226680888,129.17060606060608
Cloudy (8/8),2010-08-25,-1,3.5,66.16575626929145,29.152157226680888,79.89090909090909
Cloudy (8/8),2010-08-26,-1,3.8,66.16575626929145,29.152157226680888,52.941818181818185
Mostly cloudy (7/8),2010-08-27,-1,3.6,66.16575626929145,29.152157226680888,120.35303030303032
Mostly cloudy (7/8),2010-08-28,-1,4,66.16575626929145,29.152157226680888,91.14454545454544
Mostly cloudy (7/8),2010-08-29,-1,4.8,66.16575626929145,29.152157226680888,121.64848484848488
Cloudy (8/8),2010-08-30,-1,4.5,66.16575626929145,29.152157226680888,112.00969696969696
Mostly cloudy (7/8),2010-08-31,-1,5.9,66.16575626929145,29.152157226680888,104.7212121212121
Mostly cloudy (7/8),2010-09-01,-1,5.2,66.16575626929145,29.152157226680888,107.7806818181818
Partly cloudy (5/8),2010-09-02,-1,3.5,66.16575626929145,29.152157226680888,84.83969696969696
Cloudy (8/8),2010-09-03,-1,3,66.16575626929145,29.152157226680888,77.98848484848486
Mostly cloudy (7/8),2010-09-04,-1,4.9,66.16575626929145,29.152157226680888,125.8269696969697
Mostly cloudy (7/8),2010-09-05,-1,4.7,66.16575626929145,29.152157226680888,79.87121212121211
Mostly cloudy (7/8),2010-09-06,-1,7.8,66.16575626929145,29.152157226680888,96.38484848484848
Mostly cloudy (7/8),2010-09-07,-1,10.9,66.16575626929145,29.152157226680888,151.98060606060605
Mostly cloudy (7/8),2010-09-08,-1,10,66.16575626929145,29.152157226680888,199.29484848484853
Mostly cloudy (7/8),2010-09-09,-1,8.9,66.16575626929145,29.152157226680888,88.84545454545453
Clear (0/8),2010-09-10,-1,9.8,66.16575626929145,29.152157226680888,161.21030303030304
Clear (0/8),2010-09-11,-1,11.2,66.16575626929145,29.152157226680888,157.4769696969697
Clear (0/8),2010-09-12,-1,9.4,66.16575626929145,29.152157226680888,67.2869696969697
Cloudy (8/8),2010-09-13,-1,10.5,66.16575626929145,29.152157226680888,128.5339393939394
Mostly cloudy (7/8),2010-09-14,-1,7.9,66.16575626929145,29.152157226680888,119.9642424242424
Partly cloudy (4/8),2010-09-15,-1,8.9,66.16575626929145,29.152157226680888,64.57000000000001
Mostly clear (3/8),2010-09-16,-1,8,66.16575626929145,29.152157226680888,98.07925925925925
Mostly cloudy (7/8),2010-09-17,-1,7.7,66.16575626929145,29.152157226680888,59.58383838383838
Mostly clear (2/8),2010-09-18,-1,7.1,66.16575626929145,29.152157226680888,66.62757575757576
Mostly cloudy (7/8),2010-09-19,-1,6.7,66.16575626929145,29.152157226680888,59.369696969696975
Cloudy (8/8),2010-09-20,-1,6,66.16575626929145,29.152157226680888,86.74393939393939
Mostly cloudy (7/8),2010-09-21,-1,5.2,66.16575626929145,29.152157226680888,49.192424242424245
Cloudy (8/8),2010-09-22,-1,6.2,66.16575626929145,29.152157226680888,75.69242424242425
Cloudy (8/8),2010-09-23,-1,5.1,66.16575626929145,29.152157226680888,66.02030303030303
Cloudy (8/8),2010-09-24,-1,4.6,66.16575626929145,29.152157226680888,67.28454545454545
Cloudy (8/8),2010-09-25,-1,2.4,66.16575626929145,29.152157226680888,55.53333333333334
Clear (0/8),2010-09-26,-1,2.2,66.16575626929145,29.152157226680888,72.23636363636363
Clear (0/8),2010-09-27,-1,2.4,66.16575626929145,29.152157226680888,90.57575757575758
Mostly cloudy (7/8),2010-09-28,-1,2.6,66.16575626929145,29.152157226680888,71.9869696969697
Mostly cloudy (7/8),2010-09-29,-1,3.9,66.16575626929145,29.152157226680888,66.32272727272728
Mostly cloudy (7/8),2010-09-30,-1,4.3,66.16575626929145,29.152157226680888,91.24949494949496
Partly cloudy (5/8),2010-10-01,-1,4.7,66.16575626929145,29.152157226680888,78.08606589147286
Cloudy (8/8),2010-10-02,-1,3.6,66.16575626929145,29.152157226680888,59.66060606060606
Cloudy (8/8),2010-10-03,-1,2.9,66.16575626929145,29.152157226680888,65.27393939393939
Cloudy (8/8),2010-10-04,-1,4.4,66.16575626929145,29.152157226680888,52.5430303030303
Clear (0/8),2010-10-05,-1,4.6,66.16575626929145,29.152157226680888,58.71696969696969
Mostly cloudy (7/8),2010-10-06,-1,3.1,66.16575626929145,29.152157226680888,50.73939393939394
Clear (0/8),2010-10-07,-1,3.7,66.16575626929145,29.152157226680888,52.29090909090909
Cloudy (8/8),2010-10-08,-1,5.7,66.16575626929145,29.152157226680888,43.22727272727273
Cloudy (8/8),2010-10-09,-1,5.3,66.16575626929145,29.152157226680888,59.47020202020202
Cloudy (8/8),2010-10-10,-1,1.2,66.16575626929145,29.152157226680888,77.00909090909092
Cloudy (8/8),2010-10-11,-1,-0.2,66.16575626929145,29.152157226680888,67.19015151515151
Mostly cloudy (7/8),2010-10-12,-1,-2.8,66.16575626929145,29.152157226680888,85.0030303030303
Mostly cloudy (7/8),2010-10-13,-1,-1.2,66.16575626929145,29.152157226680888,35.57611111111112
Cloudy (8/8),2010-10-14,-1,-2.6,66.16575626929145,29.152157226680888,50.63969696969696
-,2010-10-15,-1,-2.8,66.16575626929145,29.152157226680888,55.127272727272725
Mostly cloudy (7/8),2010-10-16,-1,-3.3,66.16575626929145,29.152157226680888,47.16666666666666
Cloudy (8/8),2010-10-17,-1,-1.1,66.16575626929145,29.152157226680888,65.91212121212122
Cloudy (8/8),2010-10-18,-1,1.4,66.16575626929145,29.152157226680888,44.725505050505056
Cloudy (8/8),2010-10-19,-1,1.8,66.16575626929145,29.152157226680888,64.53914141414141
Cloudy (8/8),2010-10-20,-1,0.6,66.16575626929145,29.152157226680888,43.149696969696976
Cloudy (8/8),2010-10-21,-1,-1.2,66.16575626929145,29.152157226680888,19.53363636363636
Cloudy (8/8),2010-10-22,-1,-4.1,66.16575626929145,29.152157226680888,18.03939393939394
Clear (0/8),2010-10-23,-1,-4.2,66.16575626929145,29.152157226680888,23.764646464646464
Cloudy (8/8),2010-10-24,2,-1.1,66.16575626929145,29.152157226680888,43.1030303030303
Cloudy (8/8),2010-10-25,0,-2.1,66.16575626929145,29.152157226680888,17.900000000000002
Cloudy (8/8),2010-10-26,-1,-2.1,66.16575626929145,29.152157226680888,44.36666666666667
Mostly cloudy (7/8),2010-10-27,-1,-3.1,66.16575626929145,29.152157226680888,8.842424242424242
Mostly cloudy (7/8),2010-10-28,0,-2.1,66.16575626929145,29.152157226680888,40.16262626262626
Cloudy (8/8),2010-10-29,-1,0.2,66.16575626929145,29.152157226680888,38.64696969696969
Mostly cloudy (7/8),2010-10-30,0,-4.5,66.16575626929145,29.152157226680888,33.78636363636363
Cloudy (8/8),2010-10-31,2,1.9,66.16575626929145,29.152157226680888,44.55666666666667
Mostly cloudy (6/8),2010-11-01,-1,1.8,66.16575626929145,29.152157226680888,62.99126984126985
Clear (0/8),2010-11-02,-1,-2.5,66.16575626929145,29.152157226680888,59.85126262626263
Mostly cloudy (7/8),2010-11-03,0,-0.6,66.16575626929145,29.152157226680888,23.6459595959596
Cloudy (8/8),2010-11-04,-1,0.2,66.16575626929145,29.152157226680888,19.06414141414141
Mostly cloudy (7/8),2010-11-05,-1,-6,66.16575626929145,29.152157226680888,35.89160839160839
Clear (0/8),2010-11-06,0,-7.6,66.16575626929145,29.152157226680888,18.001165501165502
Cloudiness cannot be determined (9/8),2010-11-07,2,-10.1,66.16575626929145,29.152157226680888,16.625874125874123
Cloudy (8/8),2010-11-08,3,-8.3,66.16575626929145,29.152157226680888,31.946386946386948
Cloudy (8/8),2010-11-09,2,-8.4,66.16575626929145,29.152157226680888,37.531060606060606
Cloudy (8/8),2010-11-10,3,-6.6,66.16575626929145,29.152157226680888,6.693939393939394
Cloudy (8/8),2010-11-11,4,-5.6,66.16575626929145,29.152157226680888,13.292676767676769
Mostly cloudy (7/8),2010-11-12,5,-4.5,66.16575626929145,29.152157226680888,12.654040404040408
Cloudy (8/8),2010-11-13,4,-5.8,66.16575626929145,29.152157226680888,15.4520202020202
Cloudiness cannot be determined (9/8),2010-11-14,4,-8.1,66.16575626929145,29.152157226680888,14.23939393939394
Cloudy (8/8),2010-11-15,4,-5.5,66.16575626929145,29.152157226680888,7.363636363636364
Cloudy (8/8),2010-11-16,4,-7.5,66.16575626929145,29.152157226680888,36.28080808080808
Clear (0/8),2010-11-17,4,-7.3,66.16575626929145,29.152157226680888,33.83762626262626
Cloudy (8/8),2010-11-18,5,-5.2,66.16575626929145,29.152157226680888,8.17550505050505
Cloudy (8/8),2010-11-19,5,-7.4,66.16575626929145,29.152157226680888,7.969696969696969
Mostly cloudy (7/8),2010-11-20,5,-8.2,66.16575626929145,29.152157226680888,7.309090909090909
Cloudy (8/8),2010-11-21,5,-10.1,66.16575626929145,29.152157226680888,10.006293706293706
Mostly cloudy (7/8),2010-11-22,5,-10.1,66.16575626929145,29.152157226680888,9.266414141414144
Clear (1/8),2010-11-23,5,-11.5,66.16575626929145,29.152157226680888,10.796969696969697
Mostly cloudy (6/8),2010-11-24,5,-11.5,66.16575626929145,29.152157226680888,19.11161616161616
Clear (0/8),2010-11-25,5,-14.6,66.16575626929145,29.152157226680888,12.975252525252529
Clear (0/8),2010-11-26,5,-15.2,66.16575626929145,29.152157226680888,8.756818181818181
Clear (0/8),2010-11-27,6,-15.6,66.16575626929145,29.152157226680888,16.018181818181816
Mostly clear (3/8),2010-11-28,6,-14.5,66.16575626929145,29.152157226680888,11.257272727272728
Mostly cloudy (7/8),2010-11-29,7,-12.5,66.16575626929145,29.152157226680888,8.266666666666667
Mostly cloudy (7/8),2010-11-30,6,-10.2,66.16575626929145,29.152157226680888,9.183080808080808
Mostly cloudy (7/8),2010-12-01,7,-8.9,66.16575626929145,29.152157226680888,21.423931623931622
Mostly cloudy (7/8),2010-12-02,8,-6.9,66.16575626929145,29.152157226680888,10.43904761904762
Cloudy (8/8),2010-12-03,8,-7.4,66.16575626929145,29.152157226680888,14.015714285714289
Mostly cloudy (7/8),2010-12-04,7,-13,66.16575626929145,29.152157226680888,8.967142857142859
Mostly cloudy (7/8),2010-12-05,8,-12.2,66.16575626929145,29.152157226680888,11.10064935064935
Cloudy (8/8),2010-12-06,8,-9.1,66.16575626929145,29.152157226680888,10.26936507936508
Cloudy (8/8),2010-12-07,11,-10.7,66.16575626929145,29.152157226680888,9.45
Mostly cloudy (7/8),2010-12-08,13,-10.3,66.16575626929145,29.152157226680888,9.87900432900433
Cloudy (8/8),2010-12-09,17,-10.6,66.16575626929145,29.152157226680888,6.5804761904761895
Clear (0/8),2010-12-10,16,-11.7,66.16575626929145,29.152157226680888,5.975873015873016
Mostly clear (3/8),2010-12-11,15,-14.1,66.16575626929145,29.152157226680888,3.2073015873015875
Mostly cloudy (6/8),2010-12-12,14,-11.3,66.16575626929145,29.152157226680888,7.584415584415584
Clear (0/8),2010-12-13,13,-9.4,66.16575626929145,29.152157226680888,7.632683982683982
Cloudy (8/8),2010-12-14,13,-12.7,66.16575626929145,29.152157226680888,5.855873015873017
Cloudy (8/8),2010-12-15,12,-9.8,66.16575626929145,29.152157226680888,2.234632034632035
Cloudy (8/8),2010-12-16,12,-13.9,66.16575626929145,29.152157226680888,10.524285714285714
Cloudy (8/8),2010-12-17,13,-13.5,66.16575626929145,29.152157226680888,11.030952380952384
Mostly cloudy (7/8),2010-12-18,16,-14.3,66.16575626929145,29.152157226680888,2.971904761904762
Mostly cloudy (7/8),2010-12-19,18,-16.2,66.16575626929145,29.152157226680888,7.458095238095239
Mostly cloudy (6/8),2010-12-20,17,-15,66.16575626929145,29.152157226680888,6.945238095238096
Mostly cloudy (7/8),2010-12-21,17,-13.5,66.16575626929145,29.152157226680888,8.716666666666667
Mostly cloudy (6/8),2010-12-22,17,-18,66.16575626929145,29.152157226680888,4.734761904761905
Clear (0/8),2010-12-23,16,-13.8,66.16575626929145,29.152157226680888,5.353809523809524
Mostly cloudy (7/8),2010-12-24,16,-15.8,66.16575626929145,29.152157226680888,14.405238095238095
Cloudy (8/8),2010-12-25,15,-10.4,66.16575626929145,29.152157226680888,15.165714285714287
Cloudiness cannot be determined (9/8),2010-12-26,15,-9.3,66.16575626929145,29.152157226680888,11.347619047619048
Mostly clear (3/8),2010-12-27,16,-12.8,66.16575626929145,29.152157226680888,17.41857142857143
Clear (0/8),2010-12-28,15,-10.3,66.16575626929145,29.152157226680888,14.083549783549785
Clear (0/8),2010-12-29,16,-13,66.16575626929145,29.152157226680888,13.343015873015872
Clear (0/8),2010-12-30,15,-16.6,66.16575626929145,29.152157226680888,1.0087301587301587
Cloudy (8/8),2010-12-31,21,-14.8,66.16575626929145,29.152157226680888,5.75936507936508
Cloudy (8/8),2011-01-01,20,-15.5,66.16575626929145,29.152157226680888,12.319905533063428
Cloudy (8/8),2011-01-02,23,-14.8,66.16575626929145,29.152157226680888,9.612777777777778
Mostly cloudy (7/8),2011-01-03,23,-16,66.16575626929145,29.152157226680888,14.53888888888889
Mostly cloudy (7/8),2011-01-04,25,-16.7,66.16575626929145,29.152157226680888,9.939814814814817
Partly cloudy (4/8),2011-01-05,24,-16.8,66.16575626929145,29.152157226680888,17.93121212121212
Cloudy (8/8),2011-01-06,24,-17.5,66.16575626929145,29.152157226680888,16.816111111111113
Mostly clear (2/8),2011-01-07,25,-15.5,66.16575626929145,29.152157226680888,11.892820512820514
Cloudy (8/8),2011-01-08,28,-12.1,66.16575626929145,29.152157226680888,10.379230769230768
Partly cloudy (5/8),2011-01-09,27,-8.6,66.16575626929145,29.152157226680888,11.975641025641025
Cloudy (8/8),2011-01-10,29,-3.6,66.16575626929145,29.152157226680888,13.348333333333334
Mostly cloudy (7/8),2011-01-11,35,-4.6,66.16575626929145,29.152157226680888,8.19111111111111
Cloudy (8/8),2011-01-12,40,-8.3,66.16575626929145,29.152157226680888,10.777692307692307
Cloudy (8/8),2011-01-13,39,-12.9,66.16575626929145,29.152157226680888,6.575384615384615
Clear (0/8),2011-01-14,37,-14.3,66.16575626929145,29.152157226680888,12.093076923076923
Clear (0/8),2011-01-15,36,-13,66.16575626929145,29.152157226680888,21.863333333333333
Clear (0/8),2011-01-16,35,-15.9,66.16575626929145,29.152157226680888,23.43878787878788
Mostly cloudy (7/8),2011-01-17,36,-13.9,66.16575626929145,29.152157226680888,10.98222222222222
Cloudy (8/8),2011-01-18,44,-9.8,66.16575626929145,29.152157226680888,12.096666666666666
Cloudy (8/8),2011-01-19,43,-9.4,66.16575626929145,29.152157226680888,16.633333333333336
Cloudy (8/8),2011-01-20,41,-9.7,66.16575626929145,29.152157226680888,27.453333333333333
Cloudy (8/8),2011-01-21,40,-10.2,66.16575626929145,29.152157226680888,36.67944444444445
Cloudy (8/8),2011-01-22,40,-8.6,66.16575626929145,29.152157226680888,33.37944444444444
Cloudy (8/8),2011-01-23,40,-10.3,66.16575626929145,29.152157226680888,8.364871794871796
Cloudy (8/8),2011-01-24,43,-12.2,66.16575626929145,29.152157226680888,12.503589743589744
